r,ITC1,ITC2,ITC3,ITC4,ITF1,ITF2,ITF3,ITF4,ITF5,ITF6,ITG1,ITG2,ITH0,ITH3,ITH4,ITH5,ITI1,ITI2,ITI3,ITI4
2267,0.9353690159182197,1.7595653251720167,0.7351462455386489,0.7348471725677491,2.5585649580386467,0.7157376554824045,0.6239670297145402,0.819755842384577,2.2227297200668548,0.81986140760105,0.4502256803954022,1.5752721969499215,0.6930732209322661,0.9818656922174965,1.0178562485292897,2.0829281498140033,2.4544326254114646,1.2276347543326418,1.0277435581026395,2.6262882440872697
2268,1.0112294716465995,1.7030783879587303,0.7614680251035103,0.8076273633404066,2.7223397830866025,0.8785225056948139,0.5876365205855588,1.0292387978390747,2.3036529281899716,1.3161043627030693,0.8663122124239704,1.9621202276325584,0.6745952619602889,1.2577445046942544,1.2065567566366846,2.15457216176811,2.6006850174311364,1.5096883288127125,1.274582424600118,2.817224612087533
2269,0.9081810856472861,1.6807150814446867,0.7799116672343579,0.7526403124963416,2.6589894999253567,0.7014572906418348,0.5622431718630443,0.8123425520966053,2.244792636034997,0.8433477140198972,0.40747421094861264,1.7268404737185556,0.671741886060945,1.0871942834417567,1.1084531088043368,2.0782132114654845,2.477773963222519,1.3133440197253292,1.160507266357968,2.595197924011387
2270,0.9869938227637827,1.7636968162749442,0.6914628885656108,0.7565481866537194,2.595937993047589,0.8322809872676609,0.6794146512142901,0.9943417927756698,2.2546748477219936,1.1556039392513135,0.7485054076056001,1.7362096219031957,0.6813121315850342,1.1112421039987115,1.0651303353262527,2.126366626021791,2.545846463868371,1.379999329025477,1.1074430337787287,2.792971646163086
2271,0.9158666363337556,1.6850030539529304,0.7776435940221044,0.6960156107706003,2.6029787761937073,0.7481631539713726,0.5823466954650268,0.8053336393919034,2.167317402010868,0.7533014376784674,0.3833372332880683,1.7419580149199443,0.7154625485458747,1.0375451009116639,1.0709493076247556,2.0377625133662707,2.3906268788614224,1.304625914259537,1.0795175469500258,2.6043969128075903
2272,0.9924371791150923,1.769971708710983,0.6971851795886417,0.7773324358686354,2.6092844036440774,0.833782034404974,0.6806573387684764,0.9950158055921826,2.284690797120218,1.196662841076356,0.7215143422565289,1.7371196632398018,0.6749334723329562,1.1207206343538096,1.069979202169343,2.134511402289612,2.5603688842633767,1.387730412065886,1.126139308800391,2.794242969189929
2273,0.9659243713647485,1.7718527045335128,0.7238503785115514,0.7820861434696058,2.6058651740087675,0.7882842509021328,0.640268739776609,0.935463619177122,2.291444462825102,0.9640799615417096,0.6190236350520472,1.6887979007991287,0.6639625911695729,1.0882219364210333,1.0430472488807334,2.113919042681542,2.527294002364954,1.3431786966594632,1.095383494611752,2.747755283480715
2274,1.0038544928201332,1.7029188408818916,0.7520691605317378,0.7829420604645011,2.705160078880639,0.8689581634498779,0.5981036792984967,1.0233167976213215,2.267955421408634,1.3833406690839731,0.883179280636439,1.9558580994742534,0.6916590701149833,1.243693875152488,1.1998582271543317,2.1441204259600775,2.58004417599158,1.496722548833018,1.2505014287235456,2.811437569342148
2275,0.8926919987795975,1.7388505891005368,0.7661547562343894,0.7228395238578947,2.547319566944399,0.6557634727653462,0.5627538105601134,0.7707338331660594,2.2281492324044816,0.7956246039743949,0.3554464578552617,1.502249360284299,0.6874440474467479,0.9850119640841393,0.9658321326662036,2.0548943363452237,2.430348842650915,1.1786286301647402,1.0070673022622336,2.565557983155238
2276,1.0110874088897803,1.7065317866609748,0.7722877501763322,0.8212810511538672,2.7331097357032847,0.853589692127776,0.6606358214492428,0.998136586762708,2.323538379030869,1.149149299819417,0.7863348878443277,1.9336694169605328,0.6596724065849213,1.2238869731022943,1.2130305758740987,2.16211686389849,2.62209949108706,1.49492661821877,1.2934289475923055,2.7929801863417905
2277,0.9514831681047285,1.6798476634929855,0.7584211389803,0.7384663903861532,2.663766091794983,0.7529260487769075,0.6356827085027008,0.8359456370442652,2.225200692461515,0.796862409348575,0.4610206727069141,1.7730904766832083,0.6779839029737256,1.0786531492705673,1.153202671705345,2.1010116102232783,2.4875183699820744,1.3430659946434778,1.1724987440770354,2.632751335351035
2278,0.9844288210517074,1.7611377280517315,0.6825831581067187,0.7437471527802397,2.5811729153816407,0.8147596244295117,0.6488784577686518,0.9673818758810204,2.235861505202867,1.2779273141736143,0.7453834478119985,1.7174307908089772,0.6969693578612869,1.1155019951942229,1.0557235518533616,2.1165316097708824,2.5137188669939525,1.3496499682456546,1.0831116246179469,2.771698654285521
2279,0.9801309743008109,1.7035059986072651,0.754181289174361,0.7552989118773182,2.668042093878228,0.8059836341936658,0.6445789673455228,0.9122477534438096,2.227568211622389,1.0638213329575676,0.637659218048905,1.8462874656915902,0.7003706751086359,1.1297822683151937,1.1842484498430819,2.1243548136541004,2.527650781004724,1.4082985095480105,1.2073485378989972,2.7188431559326545
2280,0.951492280213853,1.7594018016404551,0.7006928567668423,0.7880028293461652,2.6200291856996496,0.7381363291157277,0.4874946102023381,0.903165973102251,2.3175414255667794,0.9979813330249517,0.5212563805457514,1.6407921175639282,0.6371288801904557,1.0780174626493149,1.0163381049057718,2.1068362089031174,2.5493998722987685,1.3038213225301951,1.1109017964053571,2.6876296035797407
2281,0.9982993106600112,1.7732634514004102,0.692276601854561,0.785651424170333,2.6119871050509595,0.8276544406264696,0.6388738073524146,0.9738417475748052,2.296509712103766,1.2414274726794423,0.7247321624465716,1.7152062642124952,0.6682298091914056,1.1077277426017627,1.0680834243759665,2.1351483540758958,2.552328155458974,1.3753294185823484,1.125964019501444,2.7766531520967783
2282,0.9692605737414526,1.681407450255963,0.744087257963326,0.7638106834245827,2.6980787529387085,0.7870340521539232,0.5291135743695824,0.9149495886724013,2.2602261802050316,0.9740600590444108,0.528858791878287,1.8525263278764248,0.6667982724524183,1.147326937159449,1.1734885432536495,2.1227778684469403,2.548522737643463,1.4097563353006672,1.2197823232065097,2.7026591154269846
2283,0.9623746812848307,1.7595422314559,0.6741420144965833,0.7340850726374974,2.5596121000129406,0.8080018529249343,0.6854265615808403,0.9214045050607199,2.221577357801519,1.083283191520565,0.6197191130239139,1.6602095043815321,0.6933562866525401,1.0444712417263728,1.0469707743010481,2.1060762217204303,2.483501805098322,1.3194653941970624,1.0614475345561996,2.7306531306413717
2284,0.9310405746947517,1.6841748570377129,0.7498202468373208,0.7863519568152147,2.6926324770556676,0.7295352806289982,0.5324198920311637,0.8642867869036981,2.290926117946288,0.9007230845332834,0.4633207683145202,1.7812850750020501,0.6552174265371831,1.1207021232974723,1.1310453573800603,2.1024895648210884,2.530332097352329,1.3660484208334671,1.2091071286970123,2.6434476392426567
2285,0.9919757283305326,1.7029781657633631,0.7350661677618598,0.7756568341222444,2.687872780254158,0.8502634118575706,0.5617181883055646,0.9815479198224545,2.2570481068597275,1.3037142493383553,0.8147909385364714,1.9133036458558528,0.6950156835745189,1.2102753863752356,1.190563798803911,2.134564477348175,2.5475297630089777,1.4633668350155056,1.2287872560049566,2.7761115203708795
2286,0.9599355072635943,1.7636737225588275,0.708608515099836,0.7557860867234674,2.5908064956897374,0.7483196736823324,0.5717965830528756,0.8954506224101386,2.2535224854566582,1.0536547981310875,0.5777350920786084,1.651368902280147,0.6815951973053084,1.0471750615205804,1.037018240566937,2.103344828936525,2.5121621828448877,1.2911076786117992,1.0720838900102332,2.693225218210047
2287,0.9359471621043106,1.7574261111555542,0.7342395601576921,0.7287371515864061,2.557081177176805,0.7190577905771192,0.6114103713428456,0.8294752737754807,2.213979483883524,0.8670594757802074,0.47492597335921716,1.58493780977961,0.697424307927889,0.9859228188897714,1.0178842687075318,2.0816650670155705,2.4554615171904755,1.232023177258946,1.02489612267046,2.6345048805466953
2288,1.011701036991121,1.702454895487412,0.7624105120910772,0.8015173423590635,2.720894165679094,0.8843746161960137,0.6008727091217018,1.0369670534809645,2.294902692006641,1.3450120513636055,0.8873414927031198,1.9699217058463294,0.6792046281062002,1.260991346404689,1.2065798142137423,2.153471854888132,2.601646171311063,1.5132628189303445,1.2719777088221353,2.823515312562117
2289,0.9082806686426683,1.6812651314327636,0.7882198284860223,0.7564020712367909,2.6559122387648264,0.691329826331064,0.6104014585011553,0.7896482082286961,2.2497466063970055,0.7681532872037388,0.36692066158081144,1.7032886543330756,0.6691974713639615,1.0790579667341575,1.1048926925805254,2.0764592835813867,2.4681077473968744,1.2984819564683645,1.1571295746826602,2.5749551168494467
2290,0.9836253909350111,1.765319593903541,0.6889374964468206,0.7599455808743162,2.5931420035110047,0.8273770669277607,0.6812893666606731,0.9780408689926638,2.2594319429484324,1.0965095508845126,0.7081939957396871,1.7193091575587018,0.6784311807578145,1.099944488627539,1.0629867897108796,2.125087124426499,2.5376182134004077,1.3694043323537317,1.1046379873733791,2.779328433873678
2291,0.9522260924240922,1.7033569278919463,0.7532209550547383,0.7594584060281678,2.664353434425776,0.8020094013588323,0.6604317779282803,0.9004346279518899,2.2334776691141625,0.9203127329051464,0.6055396772813446,1.834413765220069,0.6972066585611426,1.122887876989205,1.1543545713942447,2.1010981065259853,2.4918220719890503,1.4014663557650775,1.1725945558667372,2.709139866339247
2292,1.0211935795734852,1.7790408138480507,0.7196209461837776,0.811511932407153,2.6450084904758953,0.8671739577024087,0.6629392278492452,1.0382621014949336,2.3343642972506786,1.366527442556216,0.8514274429399691,1.790179917334626,0.6524187537230858,1.1940251008754226,1.084099439785798,2.154055731615854,2.606444563761059,1.4255463055255964,1.1691544723186242,2.8334691726003607
2293,0.9168168600780955,1.7504706638268022,0.7044628775052081,0.7580529437677412,2.5833089474088076,0.7501430116594586,0.5339366571927522,0.8940055602447051,2.2763619140174964,0.8656776418708909,0.4584507550774569,1.6502147291283336,0.6525733220904473,1.058187098939657,0.990185440106238,2.0808059276634157,2.4871755223433145,1.3005487825553372,1.0589242423910052,2.693018574951286
2294,0.9956401125036294,1.7029827283313146,0.7531209986176125,0.7811594201141377,2.7015719973762935,0.870641492596461,0.6409610510481158,1.0195679908971986,2.2654227967693026,1.2602783802586597,0.8479031413545486,1.9436441739595252,0.6930955693596005,1.2126476279778546,1.2002644652529133,2.14336571636017,2.5817671893068095,1.4990757632439446,1.2505389907161768,2.8065166378262187
2295,0.9706809192080553,1.754890116648458,0.6681670952964879,0.7166982176431782,2.5483150259386034,0.7956081024779386,0.5725424449110941,0.914922597163482,2.196318503629733,1.2496915520621865,0.7318051368066195,1.663811767370745,0.7185366548136404,1.066482984377934,1.0399783618425842,2.0976457606186987,2.460751134235353,1.3015240310382021,1.0399462131291888,2.726742052173368
2296,0.9678639903743625,1.7026845869006761,0.7629601384983111,0.7894784084158359,2.697659222488141,0.8231679088639614,0.5920265618558048,0.9518169913912817,2.27724171175285,1.002459354472759,0.5719155018295224,1.8865859554770552,0.6791175361189231,1.1748647946156043,1.1726657577615784,2.1227160853735767,2.5454486647813375,1.44966051994541,1.2197138862138666,2.7531393026819635
2297,0.9903203170116026,1.7025142203688828,0.7454075193211979,0.7942321160168059,2.699745845969476,0.8610124166588102,0.6643899311513065,0.9862944711556031,2.283995377457735,1.1410439049281598,0.7061045637528331,1.9092088326309011,0.6825612415657355,1.192230226653208,1.1972853858633208,2.143127607456399,2.5691317583284605,1.4795884877698149,1.2502635361035463,2.7788754966798397
2298,0.9203757253493153,1.7471094926860369,0.7174798400009673,0.7514735258534633,2.584222519691848,0.6914941488250983,0.5174930867264009,0.8495836661945146,2.267570451437831,0.9438182305896619,0.5162689591788733,1.5846083019678532,0.6606790280798874,1.0249626873791096,0.9924346368056131,2.080954290065304,2.4939226101721363,1.24868015362103,1.059075009747981,2.6377788616389286
2299,0.9902031382442603,1.7034847027907911,0.7254260415931038,0.7558931253274401,2.672302189437602,0.8508285933237416,0.6048006792794458,0.9614191942497269,2.2284124198354993,1.2683291313159528,0.7641304595444607,1.8829792779946903,0.7084277917463814,1.1562463173801136,1.1841130371435542,2.125234576807894,2.52707644323298,1.4482510398384516,1.207336017234787,2.756584919087259
2300,0.9944054940479257,1.7597379187545308,0.7173244784380262,0.7886607711375929,2.6397583047019255,0.7958198168908638,0.5757755763711422,0.9581196798802951,2.318420571824746,1.0362633666800543,0.6289421550665991,1.714787998958488,0.6367296781468171,1.1183791208193137,1.0625103349369678,2.135623517831841,2.585224297164217,1.3585467354361422,1.142598636748583,2.7501407065556958
2301,0.9716700872369141,1.7637240973077095,0.7145227668335308,0.750283500731574,2.5759205139102686,0.7688289860405038,0.6582737358772213,0.8891440238056951,2.2451477955470835,1.0045467316177867,0.5664273717036317,1.6417144393156513,0.6834077207035754,1.0391997579343444,1.054234012158566,2.115522145847522,2.507401151504778,1.2979125983861024,1.0829738973116323,2.7079143998208877
2302,0.9095368742674972,1.6781740302774768,0.7960182118581396,0.7246496127661702,2.6398817289411576,0.6952764886287914,0.5442709770429693,0.8060224118977225,2.2067386210442175,0.9012195156966433,0.44051274497227894,1.719912586934478,0.6886975291790143,1.076794487432638,1.0975518117641654,2.063822467086352,2.4542006463826422,1.2963832276984522,1.1315252544357735,2.5882453958064553
2303,0.9709331530572076,1.754011286571162,0.6690281843250953,0.7146430809936107,2.548894249570417,0.7975453576286282,0.6207147703531366,0.9211712116268623,2.193296768113735,1.2196039452381742,0.6880798703568737,1.6701467341901213,0.721473783370447,1.0702134428712156,1.0406356165556458,2.097835774423893,2.4634308866376102,1.3053917086227564,1.0403328408394625,2.7319207404318133
2304,0.9691533908840146,1.681508049749499,0.7440081891787961,0.7647385898888109,2.698253737285173,0.7865324974050873,0.5837428956572599,0.9135020061236547,2.2614751197079594,0.96723533351749,0.5935593794080608,1.8510858984389162,0.6662680199468093,1.1466872687315195,1.1734644710940674,2.122934209219909,2.548317274349534,1.4090719638758735,1.2201365417107166,2.7014322601121887
2305,0.9914365715374529,1.7025938182236526,0.7624853199119488,0.7920990780701322,2.7003339894476666,0.8210533484570763,0.6362046578430407,0.9454416900980112,2.280973641941737,1.0701117109080172,0.6539941908149814,1.8801820752197302,0.6771611428571965,1.1713158228319287,1.1979426405763827,2.143318661660281,2.5718115107307176,1.4461176986338409,1.2506501638138203,2.7479166522393155
2306,0.9220185927937599,1.745853180148576,0.7146469862637284,0.7491117233605523,2.5848698293682886,0.6953587875368562,0.49307601779873894,0.858474137311092,2.2644236596509275,0.975561496126392,0.48812876655160037,1.5938234033494956,0.6636552155166219,1.027901299108867,0.9935263328846601,2.0812161852413595,2.497070674901127,1.2541101839717326,1.0595405668225253,2.6456687244142354
2307,0.9900182503820986,1.7033939341137678,0.724212566046872,0.7585137949817374,2.6722274291418255,0.8437576641381018,0.5601979845384486,0.965266713603279,2.2321443500243863,1.2957591185731687,0.8041972034723993,1.896577896646418,0.7063552675983322,1.191617525976827,1.1836869902604008,2.125338477061995,2.525161493461293,1.4453841023805678,1.2076224796313761,2.7618708951721027
2308,0.992861646041899,1.778632232726387,0.7340750774883846,0.8105673213607217,2.6396815707780523,0.8263866436382986,0.6418203656195863,0.9922838068151617,2.333030978160902,1.0673895675280471,0.6995976893532432,1.746439911270312,0.6470810920131206,1.1435442735897468,1.0619925914821422,2.1357427887607936,2.5831743901530113,1.3946621933111607,1.1429117930572021,2.796235358974191
2309,0.9708518706747546,1.764726263052943,0.6798397653052689,0.7529041703858702,2.575844602331436,0.8136520439762195,0.6851587649111318,0.9356907048970932,2.24887972573597,1.0835593177441931,0.6251962631735583,1.675241184394241,0.689629669816305,1.0637593903222449,1.0538079652754118,2.1156266149954868,2.5054862017330897,1.3363477695906094,1.0832603597082224,2.7433467690355062
2310,0.9097805892418398,1.678513720230371,0.7981782863456831,0.7275513446046811,2.6397981807911655,0.6919099463376653,0.5447364671945919,0.7980678656004875,2.2106249993210456,0.8707013383225528,0.4747106089628371,1.7116776042578024,0.6851891518241963,1.0743861158126708,1.0968441504837119,2.063965672340895,2.4519510408485763,1.2918730216844048,1.131870197624737,2.581221834219844
2311,0.9471358601429686,1.7614345203635162,0.722422770606233,0.7445851820841731,2.5739090555544544,0.7314564201409607,0.5984786548377874,0.8563622930463928,2.2370608107524226,0.9718585072208149,0.5083564814162596,1.6120683699164127,0.6877793605368356,1.0132587198993654,1.0270157897316168,2.092630397212336,2.482069350292689,1.258164685330458,1.0488100063482308,2.658642678916219
2312,1.0208271064390837,1.7049475831502299,0.7746939023618081,0.8173653728568306,2.7372892241003104,0.9062285914714578,0.6201859951574408,1.0583458512744737,2.3179840188755394,1.4044260603581535,0.9087344402057259,1.9918197973139027,0.6689871596832213,1.2828677507567523,1.2140940686857407,2.1630240618152685,2.626502256804546,1.5345557899659197,1.29385313729521,2.8419953390800727
2313,0.9147321248396029,1.682623805226505,0.7663545028709032,0.7739497749687999,2.674234488374408,0.7075179600015847,0.5781497394275065,0.8200657648573242,2.2737831673194906,0.8077706786631967,0.39259190105903274,1.7351425122445328,0.6606791913358657,1.0962907703023173,1.117373823534808,2.0896250475758764,2.4973076712319773,1.3283762474096656,1.1834708332466484,2.603109905482061
2314,0.9933116247549408,1.769328003111503,0.6984259929094514,0.7757936113720836,2.60978954024014,0.835215684328512,0.6800638569457069,0.999889232406672,2.2825132698173314,1.2133432395679788,0.7342825424500288,1.7421670515097352,0.6687862333667615,1.123872955706285,1.070501044182877,2.1346916333615042,2.562474298893891,1.390715633991399,1.1265134158464538,2.7983041498010803
2315,0.9481055307383173,1.677972917308241,0.7675132755275008,0.7168530234597493,2.648043336921286,0.7457550357791418,0.577431015673156,0.822914513667475,2.195749694223186,0.8124348995168752,0.38825531501008226,1.7597994617048325,0.6941135232134342,1.0595798981654925,1.145504020247824,2.090470171104506,2.4660329414438276,1.3253346799708097,1.149416483994436,2.6205436808824016
2316,1.0094758036833547,1.775155740308026,0.7077155063829147,0.7961515336170091,2.6291178953907153,0.8413364232938425,0.6673986179211577,1.0093020054285557,2.3119931650546692,1.3051086383740371,0.7818993255092025,1.7521513432525109,0.6623218385022807,1.1400087829496814,1.076816393143707,2.144797438748013,2.5823532808981446,1.4046127874594323,1.1479521339524132,2.8069366075840643
2317,0.9029996159127991,1.744916840939553,0.744913546647369,0.7410451693813319,2.565550459325675,0.6667651353216029,0.5463462418749127,0.7990457626179615,2.253064939584933,0.8272832655895288,0.3717660623869346,1.5319219576884668,0.6693373045100837,1.001576394733583,0.978088343950549,2.0680452640995246,2.4588740577031367,1.2072803915604473,1.0333934840905241,2.5918485937426126
2318,0.9862519166473904,1.703334609232297,0.7602223493719954,0.7657990213239944,2.685436692546515,0.8212612981133471,0.6230164753451549,0.9518147061420971,2.2430516645732923,1.150119602200889,0.7079949110596738,1.8863245956567953,0.6947937489929319,1.1640407119035574,1.1929814186108223,2.134056730777011,2.557675906443896,1.4405650339544935,1.2293366523499656,2.7522544343929205
2319,0.9774666471654953,1.7052813641838849,0.7141857488493752,0.7399385130871752,2.651906789048451,0.8436688494205989,0.6037770312688346,0.9417555208870613,2.2051970794263798,1.1310606359225357,0.7449837955952546,1.8623899466452,0.7188097096071157,1.1339821745234417,1.1769654032009909,2.115045828070942,2.5035594981418097,1.4284812558076911,1.1861461995327867,2.739449486848891
2320,0.9335639526051602,1.753847978753206,0.7116721616256195,0.7709950549597564,2.6022706976165173,0.7712394681169643,0.5119053889078855,0.9339211825090957,2.2942444511342166,0.9598444602415152,0.535514733141219,1.6903500479578162,0.6453850592946102,1.092944545207322,1.0042410087500835,2.0940755453392286,2.5210984076585916,1.3342961299311853,1.0853710381048762,2.728343815733408
2321,0.9894540433489089,1.769378377860385,0.6858146845053645,0.7702910253801893,2.5960965099657805,0.8147185078785869,0.5822442230483856,0.9621219792057909,2.2741385799077563,1.26646786820299,0.758142185809256,1.7123375533063472,0.6781328939706006,1.1221058566278173,1.0608003777338755,2.125890061208056,2.528236872596059,1.3550125189147384,1.1047616811352334,2.7681539700917206
2322,0.958416143334753,1.7031429468840293,0.7589876340753374,0.7711469423750853,2.6817686554342175,0.8161515701828458,0.6300892607956414,0.9366264019382001,2.250649538491288,1.003177682956076,0.6666983586442395,1.8710584093362674,0.690725727717583,1.1551764944844272,1.164637992107229,2.1121499330254587,2.522733607098241,1.4317808362335802,1.196604251334209,2.7397787763442536
2323,0.9720609151047604,1.763550640663862,0.7147339011897553,0.7499331031352645,2.5762596367420763,0.7695531633727865,0.6842010518658741,0.8912066692923672,2.244658684670418,1.0111658037772104,0.6458076597342552,1.6437917736808412,0.6837113392614866,1.0405753513835174,1.0544850287730465,2.115680730655435,2.5083578905918054,1.2992498869194866,1.0833229630292742,2.7096226705163886
2324,0.9452964615319625,1.6899049917626525,0.7469481286363022,0.8038996605472244,2.710954726665249,0.7538388680265883,0.512972818030776,0.894704343532327,2.3149626788687736,0.9400659326538406,0.502397012563322,1.8131389329135064,0.6466991465090873,1.1508463742666426,1.143526488334343,2.115655328815579,2.559532021187433,1.3959427117747678,1.2354483872610005,2.67160242787527
2325,1.000805346104637,1.702615114040127,0.7473495580325907,0.7915048646200115,2.704267838675375,0.8583781536671645,0.609651093351718,1.0029267176159635,2.2801294337286264,1.2820352460557938,0.7848659881304993,1.935201737323426,0.6847982151515402,1.232151790727299,1.1980780532759094,2.1441166842753114,2.5723858485024604,1.4846598060510812,1.2506626844780313,2.7945915468888356
2326,0.9711242053022522,1.7676821317667895,0.7071279765239813,0.7716341172212345,2.6076343740673855,0.7607183032461728,0.5736605089705846,0.9223376416810506,2.2766038123255568,1.02983465632632,0.6111656001356509,1.6784994624169498,0.6719502499142551,1.0745109625301752,1.0461497615910218,2.11431015913329,2.538770015947102,1.3172491866833116,1.095997773688004,2.7173630165795712
2327,0.9161103513080979,1.683256982529422,0.8468532025791051,0.6989173426091123,2.602895228043715,0.6913418492642104,0.6598044812337803,0.7192180325720318,2.1712037802876956,0.7224972015593245,0.34593858716838516,1.6293186625742502,0.7119541711910562,1.0373837031460464,1.070241646344302,2.0379057186208147,2.3883772733273574,1.2218214982281157,1.079862490138989,2.509000955736155
2328,0.9916189625529321,1.770973874456217,0.7244730846333294,0.7799531055229324,2.609208492065244,0.790711670877915,0.640628063629402,0.9425890327317588,2.2884227273091047,1.0845388426652056,0.637824414356954,1.6959639639378281,0.6656222168192673,1.0925522690099174,1.0695531552861892,2.1346158714375782,2.558453934491689,1.347444051099819,1.1264257711969818,2.7536221068591042
2329,0.9649792384870549,1.7529116395441826,0.7042121981985422,0.762928500980536,2.6057884400848947,0.7454876395347917,0.5452852985352226,0.8813906037015501,2.2828857310682236,0.8670404635297154,0.4185409542863542,1.6376273636685286,0.6481834602497923,1.0511861060048109,1.0425295054259087,2.114038313610494,2.5252440953537483,1.2933451202982553,1.095696650920372,2.682202483282836
2330,1.0030835945217274,1.7028280722048688,0.7508556849855058,0.7855627301187981,2.7050853185848625,0.8676982898210664,0.6281759772012208,1.009317090556416,2.271687351597521,1.3273568606381758,0.8221602621217544,1.9330391343528113,0.6895865459669336,1.2065193123645808,1.1994321802711785,2.1442243262141787,2.5781292262198923,1.4932031326812172,1.2507878911201358,2.798013663370834
2331,0.8931589764432079,1.7375942765630765,0.7633219024971503,0.7204777213649836,2.5479668766208388,0.6553975912005676,0.5462708359244915,0.7796243042826374,2.225002440617577,0.8276327424461136,0.41586621298229054,1.5114644616659425,0.6904202348834825,0.9879505758138974,0.9669238287452505,2.055156231521279,2.433496907379908,1.184058660515443,1.0075328593367778,2.5734478459305454
2332,1.0122036634156306,1.7056529565836787,0.7736420642759329,0.8191480132071942,2.7336978791814754,0.898260784017621,0.6598507970174218,1.0462918291865093,2.3205166435148716,1.2549897319716128,0.803225367349968,1.9717906312903397,0.6613320322346156,1.2499277312102726,1.2136878305871603,2.1623079181023708,2.6247792434893165,1.531626862603173,1.2938155753025793,2.8303555650166436
2333,0.951973102028266,1.7032874550313966,0.7528833270568931,0.7614848622323431,2.664360606592016,0.8004625884997807,0.6273990423041559,0.8957469160146074,2.236365391089939,0.9002184076270764,0.4801854796536854,1.8297061278872466,0.6957022676633434,1.1203238182520991,1.154001385037834,2.10122973406961,2.49038697955027,1.3988995564224982,1.1729213995738863,2.7053034001242287
2334,0.9854805214869733,1.7602588979744358,0.6834442471353261,0.7416141148335663,2.581752139013455,0.8166968795802018,0.6233843044866129,0.9736304903444012,2.23283976968687,1.3379253392395634,0.811445458509201,1.7237657576283527,0.6987274983655526,1.1192324536875045,1.056380806566423,2.116721623576078,2.5163986193962105,1.3535176458302083,1.0834982523282208,2.776877342543965
2335,0.9495839650772815,1.678798288108822,0.7630232535265193,0.7130912647192998,2.650869615224939,0.7535117470199766,0.5554448713438667,0.8429747462616615,2.1907957238611777,0.883632607917065,0.43740403207892437,1.7798590116012687,0.6992798989315955,1.0724863035116654,1.1481089136442086,2.0919309597376974,2.4748410828236187,1.338331032597274,1.1524829178030735,2.6378983413660566
2336,1.0126494358061775,1.7735329626794292,0.7123828225200133,0.7927541393964117,2.631871480653404,0.8551812431667194,0.6855297721677645,1.0256029292115616,2.3072360698282313,1.3487155330453133,0.8183690725900095,1.7690518075970052,0.6653738016609988,1.1513063983208551,1.07895993875908,2.1460699727301815,2.590581531366108,1.415207784131178,1.150757180357763,2.8205798198734726
2337,0.9022629809106033,1.7479749080888503,0.74659124184527,0.747810479303728,2.567166004833342,0.6624302376266044,0.5652292930504025,0.7880500716582449,2.2621773093503896,0.7774357106146791,0.3534952629733518,1.5205736089573105,0.6615345506451407,0.9990187447417315,0.9780500454553595,2.0695618121406016,2.457744933002667,1.202261982087913,1.0365299479946701,2.5822645521807175
2338,0.9857514063001424,1.7031408552279637,0.7598535653940311,0.7719090423053374,2.6869045719690514,0.8185385035541045,0.6237765378449782,0.9430020296956406,2.251801900756624,1.1109450131050622,0.6794494183653856,1.8774996267107718,0.6904426619973085,1.1602717637983964,1.1929583610337644,2.135163062260469,2.556714752563968,1.436623012686707,1.2319413681279485,2.745127836542479
2339,0.9344238830405277,1.76056749091725,0.7363136256218036,0.7374678422220461,2.5584882241147735,0.7131591920456533,0.6318527969436987,0.8127245728386254,2.2264616502557417,0.8662976501716422,0.43757088023839297,1.5682582995012642,0.6911168276705386,0.9780453615361098,1.017338505074464,2.0830474207429552,2.4523827184002585,1.2236907374917032,1.0280567144112587,2.6202667705956464
2340,1.010458573348194,1.7040805537039638,0.7602545495572781,0.8102480329947035,2.7222650227908254,0.8739776746789946,0.5793239983596961,1.0236479925385715,2.307384858378858,1.3399989115106747,0.8531200441599176,1.9564590482429534,0.6725227378122393,1.2546871663348838,1.2061307097535308,2.1546760620222103,2.5987700676594483,1.5064758195677137,1.2748688869967082,2.812614540029641
2341,0.9078387901853852,1.6810547713975816,0.7820717417219007,0.7555420443348527,2.658905951775366,0.6980907483507082,0.5807317173521005,0.8043880057993693,2.2486790143118247,0.8128374230075189,0.3906527863468048,1.7186054910418809,0.6700140274244187,1.084785911821789,1.1077454475238833,2.0783564167200295,2.4755243576884536,1.3088338137112825,1.160852209546932,2.588174362424777
2342,0.9861756062016229,1.7646989820201775,0.690806301034194,0.7591688563080157,2.5958620814687565,0.8306508403019457,0.6801619676548816,0.9886281905814694,2.2584067779108805,1.2168574800451553,0.7324176526141236,1.7303003106594765,0.6793557383233068,1.1078979794751613,1.0647042884430977,2.126471095169755,2.5439315140966827,1.376784054209222,1.1077294961753195,2.788237918227663
2343,0.9881872029602982,1.703728012953338,0.7142449165581267,0.7442658937181542,2.6581842037237258,0.8372196052059334,0.5580552262436488,0.9483279845132027,2.2114146909703787,1.2816932666530882,0.7891466790265619,1.879211366888939,0.7156368427058225,1.1736186368339385,1.177348583722514,2.1171196475955796,2.504321357577111,1.4279244122266903,1.1887884773033999,2.747173236596175
